USE,RS,RS_ALT,GEN,SHAPE_LENG,SHAPE_AREA,x,y
4,"09374","093740000000",Neustadt a.d. Waldnaab,262148.823579797986895,1416099385.291990041732788,12.0971002812,49.6868219170
4,"09375","093750000000",Regensburg,265136.339720438991208,1384402758.027859926223755,12.1194100474,49.0217005756
4,"09376","093760000000",Schwandorf,225116.966295216989238,1471659829.235919952392578,12.2540476223,49.3665362583
4,"09377","093770000000",Tirschenreuth,164545.714350025984459,1087209856.700789928436279,12.2034853134,49.8981241558
4,"09461","094610000000",Bamberg,28610.906791209701623,56883623.015462204813957,10.9006752069,49.8853963862
4,"09462","094620000000",Bayreuth,38384.483131328393938,70230129.913300901651382,11.5843322217,49.9363793030
4,"09463","094630000000",Coburg,33448.212207933596801,43997025.517903201282024,10.9666448666,50.2651337094
4,"09464","094640000000",Hof,33239.961045922202175,57433035.353118106722832,11.9033325345,50.3091591747
4,"09471","094710000000",Bamberg,240676.128323265991639,1152771041.103770017623901,10.8819460875,49.8933734007
4,"09472","094720000000",Bayreuth,256456.889299219008535,1269427072.602910041809082,11.5552831068,49.8832450651
4,"09473","094730000000",Coburg,196035.993346722010756,596097372.488255977630615,10.9419520686,50.2682065352
4,"09474","094740000000",Forchheim,120239.968527573015308,636021515.413691997528076,11.1733583865,49.7214025349
4,"09475","094750000000",Hof,203108.665175277012167,895910455.267375826835632,11.8201992742,50.2740644116
4,"09476","094760000000",Kronach,142660.004963271989254,648955863.404509067535400,11.3724838209,50.3276795276
4,"09477","094770000000",Kulmbach,136590.473650269996142,663175187.963072896003723,11.4855558501,50.1028594805
4,"09478","094780000000",Lichtenfels,127498.233189185993979,523208152.973874986171722,11.1179472254,50.1085989944
4,"09479","094790000000",Wunsiedel i. Fichtelgebirge,111456.986028671002714,605033635.877117991447449,12.0429106931,50.0897124365
4,"09561","095610000000",Ansbach,46824.318822551002086,105921439.920910999178886,10.5602470168,49.2929377661
4,"09562","095620000000",Erlangen,39462.968437099698349,80133828.310305401682854,10.9793049647,49.5827744944
4,"09563","095630000000",F�rth,33292.658127092501672,65451497.761942699551582,10.9652499772,49.4906045614
4,"09564","095640000000",N�rnberg,83109.805035810481058,180049601.643005996942520,11.0795721908,49.4331841104
4,"09565","095650000000",Schwabach,35667.455211343200062,43213025.770598396658897,11.0369819964,49.3390804949
4,"09571","095710000000",Ansbach,292444.583238951978274,1953606063.655940055847168,10.4676346858,49.2492908553
4,"09572","095720000000",Erlangen-H�chstadt,194310.029829656996299,577525032.778676033020020,10.9127601213,49.6413866251
4,"09573","095730000000",F�rth,81992.004231679704390,307351002.466747999191284,10.8481147925,49.4464208740
4,"09574","095740000000",N�rnberger Land,174371.288912188989343,804475860.289631962776184,11.3705689989,49.4932816662
4,"09575","095750000000",Neustadt a.d. Aisch-Bad Windsheim,200592.268754365009954,1266168352.897809982299805,10.4640735158,49.5697423367
4,"09576","095760000000",Roth,183930.920157137996284,902769831.398795962333679,11.1237740811,49.2014315645
4,"09577","095770000000",Wei�enburg-Gunzenhausen,150465.214654128008988,966407763.455425977706909,10.8916862642,49.0321923839
4,"09661","096610000000",Aschaffenburg,38684.612895728401782,67159384.647192493081093,9.1458096499,49.9629812817
4,"09662","096620000000",Schweinfurt,29258.988721047098807,36306703.681652098894119,10.2231230544,50.0473977711
4,"09663","096630000000",W�rzburg,45233.963177812001959,97298682.938654094934464,9.9384796957,49.7851138234
4,"09671","096710000000",Aschaffenburg,166600.368005764001282,687438651.634992003440857,9.2355439649,50.0090848811
4,"09672","096720000000",Bad Kissingen,189717.557853734993841,1133815196.516680002212524,9.9641901132,50.2226492317
4,"09673","096730000000",Rh�n-Grabfeld,172525.286541640001815,1023931107.643059968948364,10.2539846128,50.3718153098
4,"09674","096740000000",Ha�berge,161537.103536520007765,957414771.016319990158081,10.6081510531,50.0631106314
4,"09675","096750000000",Kitzingen,133338.687356509995880,672069447.255169153213501,10.2547263112,49.7525336855
4,"09676","096760000000",Miltenberg,179428.221077911992325,720558628.876770973205566,9.2358242880,49.7572067131
4,"09677","096770000000",Main-Spessart,207409.050558638002258,1332157982.975600004196167,9.6608198682,49.9941162724
4,"09678","096780000000",Schweinfurt,212275.727238041989040,843032969.181236982345581,10.2600068406,50.0160917214
4,"09679","096790000000",W�rzburg,254176.219325196987484,955759101.010735988616943,9.9270406923,49.7385067102
4,"09761","097610000000",Augsburg,69022.095987488195533,149585742.098571985960007,10.8854790014,48.3450786510
4,"09762","097620000000",Kaufbeuren,28132.119953613604594,42246111.485704801976681,10.6184270409,47.8798265280
4,"09763","097630000000",Kempten (Allg�u),34046.640115892601898,67258541.423155099153519,10.3076316933,47.7387233420
4,"09764","097640000000",Memmingen,43957.500279141298961,76825894.580986797809601,10.1650785592,47.9790348441
4,"09771","097710000000",Aichach-Friedberg,154438.911246081988793,772353643.146432995796204,11.0530362264,48.4292862353
4,"09772","097720000000",Augsburg,218921.910742701002164,1073996580.909339904785156,10.7334485951,48.3537564799
4,"09773","097730000000",Dillingen a.d. Donau,161866.184067972004414,797060341.956169962882996,10.5280621493,48.5967245963
4,"09774","097740000000",G�nzburg,151126.841941341001075,766044414.700876951217651,10.3798295407,48.3528995234
4,"09775","097750000000",Neu-Ulm,106857.951796360997832,518123733.754868984222412,10.1388888554,48.2979275725
4,"09776","097760000000",Lindau (Bodensee),105633.634631206994527,322468300.737974047660828,9.8833510447,47.6048725157
4,"09777","097770000000",Ostallg�u,278424.089183585019782,1366070971.186559915542603,10.6398706832,47.7694889355
4,"09778","097780000000",Unterallg�u,214561.262389465991873,1236055212.033529996871948,10.3917964316,48.0395899367
4,"09779","097790000000",Donau-Ries,202986.199881603999529,1262908973.270800113677979,10.7149656714,48.8069005102
4,"09780","097800000000",Oberallg�u,248309.912350149010308,1533469698.272249937057495,10.2597736519,47.5721304051
4,"10041","100410000000",Stadtverband Saarbr�cken,119006.907233909994829,415768504.992931008338928,6.9572300755,49.2518726606
4,"10042","100420000000",Merzig-Wadern,126297.523807991005015,563745135.195044994354248,6.6791412590,49.4961670224
4,"10043","100430000000",Neunkirchen,80349.691876236101962,247605520.324972987174988,7.1193785503,49.3758747904
4,"10044","100440000000",Saarlouis,126224.914916324996739,459888787.584236979484558,6.7767961522,49.3555743437
4,"10045","100450000000",Saarpfalz-Kreis,117520.835207419004291,420623533.609892010688782,7.2409146141,49.2475240047
4,"10046","100460000000",St. Wendel,113658.597110233982676,470910223.604012966156006,7.0974496364,49.5206275792
4,"11000","110000000000",Berlin,180751.203630762000103,886480138.752828001976013,13.4020597857,52.5013976997
4,"12051","120510000000",Brandenburg an der Havel,104680.208804212001269,237982665.264153003692627,12.5211120380,52.4047039058
4,"12052","120520000000",Cottbus,71322.755122250993736,165646670.647666990756989,14.3683678842,51.7720690309
4,"12053","120530000000",Frankfurt (Oder),53222.416778780599998,151290330.525649011135101,14.4898938007,52.3227082846
4,"12054","120540000000",Potsdam,77639.662609886101563,191013141.133000999689102,13.0266433096,52.4264885216
4,"12060","120600000000",Barnim,252284.551605757005746,1477277688.145469903945923,13.7014229474,52.8233982327
4,"12061","120610000000",Dahme-Spreewald,355633.541520999977365,2277207046.262300014495850,13.8188915502,52.0432141264
4,"12062","120620000000",Elbe-Elster,234401.943859941005940,1899051789.832580089569092,13.4619099907,51.6117525651
4,"12063","120630000000",Havelland,269337.702871131012216,1730432386.605730056762695,12.6247280039,52.6206013487
4,"12064","120640000000",M�rkisch-Oderland,267987.824263226008043,2154914913.611460208892822,14.1460358984,52.6070519556
4,"12065","120650000000",Oberhavel,260269.943953728012275,1806978288.376360177993774,13.2037475968,52.9067710549
4,"12066","120660000000",Oberspreewald-Lausitz,195399.150416310993023,1220559435.164910078048706,13.9449138882,51.6171206535
4,"12067","120670000000",Oder-Spree,291889.515373257978354,2262439770.919680118560791,14.2195787093,52.2436141707
4,"12068","120680000000",Ostprignitz-Ruppin,312800.088723117019981,2525940842.188839912414551,12.6357882216,52.9913584268
4,"12069","120690000000",Potsdam-Mittelmark,372187.532159587019123,2587759846.507230281829834,12.6887887794,52.2448094816
4,"12070","120700000000",Prignitz,271503.988503439992201,2145004847.544239997863770,11.9596143043,53.1089592252
4,"12071","120710000000",Spree-Nei�e,297082.568824429996312,1645543593.175019979476929,14.4340450021,51.7586061879
4,"12072","120720000000",Teltow-Fl�ming,268782.123680103977676,2090155787.028620004653931,13.2756434839,52.0724296841
4,"12073","120730000000",Uckermark,322672.524688787991181,3084695403.950029850006104,13.8607978247,53.2055541572
4,"13003","130030000000",Rostock,68940.572215381398564,177242002.283466011285782,12.1436735404,54.1455101277
4,"13004","130040000000",Schwerin,49299.457901816102094,129384936.101636022329330,11.4172664546,53.6214605398
4,"13072","130720000000",Rostock,364339.118811841995921,3421185434.629270076751709,12.2201051201,53.9127859632
4,"13076","130760000000",Ludwigslust-Parchim,417724.360547886928543,4751642147.706850051879883,11.5347440230,53.4502892833
4,"13071","130710000000",Mecklenburgische Seenplatte,419123.881737486983184,5503427192.351129531860352,13.0010588444,53.5444147738
4,"13073","130730000000",Vorpommern-R�gen,815517.785983263049275,3140765326.847789764404297,12.9886938423,54.2836514274
4,"13074","130740000000",Nordwestmecklenburg,293527.044883176975418,2124593586.870199918746948,11.2539564205,53.8214740822
4,"13075","130750000000",Vorpommern-Greifswald,662376.895162674016319,3796351255.754419803619385,13.7801650100,53.7896452343
4,"14511","145110000000",Chemnitz,66780.613266165601090,216922138.502692997455597,12.9159603825,50.8261195979
4,"14522","145220000000",Mittelsachsen,283454.704749331984203,2109448686.902940034866333,13.1368590476,50.9556617699
4,"14523","145230000000",Vogtlandkreis,223469.783940906985663,1398941248.761100053787231,12.2343728739,50.4567814624
4,"14521","145210000000",Erzgebirgskreis,245619.482413910009200,1841603940.197119951248169,12.9450928845,50.6082376920
4,"14524","145240000000",Zwickau,167583.196740146988304,944933475.642783045768738,12.5274997770,50.7502555466
4,"14612","146120000000",Dresden,93886.522160870707012,331536569.791999936103821,13.7847335645,51.0670612627
4,"14626","146260000000",G�rlitz,259304.677192213013768,2099352334.484030008316040,14.7506127291,51.2248173683
4,"14625","146250000000",Bautzen,246334.120882038987475,2394720014.852749824523926,14.2301782192,51.2695457721
4,"14627","146270000000",Mei�en,189328.512444202002371,1442660218.502120018005371,13.4810489418,51.2395170227
4,"14628","146280000000",S�chsische Schweiz-Osterzgebirge,225232.424873693991685,1650907534.051850080490112,13.8726658355,50.9168653274
4,"14713","147130000000",Leipzig,90484.749373984101112,295576004.811599016189575,12.3746356801,51.3409724275
4,"14729","147290000000",Leipzig,256175.012868418998551,1640039930.312969684600830,12.5994465389,51.2210581074
4,"14730","147300000000",Nordsachsen,295526.681954254978336,2035000359.848170042037964,12.7807488894,51.4720330591
4,"15001","150010000000",Dessau-Ro�lau,90828.672996803303249,248529708.699057012796402,12.2295534441,51.8541849481
4,"15082","150820000000",Anhalt-Bitterfeld,268526.034558007027954,1449395952.732379913330078,12.1422634605,51.7953492779
4,"15091","150910000000",Wittenberg,237327.306150649994379,1945017698.236740112304688,12.7021958580,51.8190913326
4,"15002","150020000000",Halle (Saale),57550.582991032002610,140594126.276185989379883,11.9661419837,51.4810532610
4,"15084","150840000000",Burgenlandkreis,216647.136924707010621,1404023823.389839887619019,11.8855090334,51.1483270908
4,"15088","150880000000",Saalekreis,280226.215260504977778,1433538721.324150085449219,11.8648227609,51.4256239176
4,"15087","150870000000",Mansfeld-S�dharz,229804.558463193010539,1449273704.091599941253662,11.3569156346,51.5357195101
4,"15003","150030000000",Magdeburg,68026.948917004498071,194771690.990765005350113,11.6420814036,52.1164206350
4,"15085","150850000000",Harz,241926.668448915967019,2110887780.264950037002563,10.9579563103,51.8210485537
4,"15086","150860000000",Jerichower Land,205274.433808780013351,1581275480.520410060882568,12.0249323019,52.2611520376
4,"15083","150830000000",B�rde,310378.418550562986638,2365317294.728700160980225,11.3473617070,52.2203775724
4,"15090","150900000000",Stendal,324023.235680432990193,2433091008.465630054473877,11.8378754208,52.6968201408
4,"15089","150890000000",Salzlandkreis,200875.549477068998385,1440224421.757289886474609,11.6431956653,51.8527199094
4,"15081","150810000000",Altmarkkreis Salzwedel,263009.076921823027078,2299040778.546309947967529,11.2265134464,52.6794245124
4,"16051","160510000000",Erfurt,84673.403904851395055,272525961.949877977371216,11.0194049320,50.9828184125
4,"16052","160520000000",Gera,60704.371478662200388,159582121.167540997266769,12.0832694983,50.8937277853
4,"16053","160530000000",Jena,49688.081972680600302,120736029.663232997059822,11.5887486014,50.9230110538
4,"16054","160540000000",Suhl,59979.729682034398138,108750529.999411001801491,10.6872242885,50.6117660602
4,"16055","160550000000",Weimar,44679.377343939697312,91602669.348004698753357,11.3194567754,50.9768579839
4,"16061","160610000000",Eichsfeld,152732.661255670012906,930042424.594069004058838,10.2516342090,51.3830694502
4,"16062","160620000000",Nordhausen,135544.597336173988879,716534410.283862948417664,10.7311404713,51.5030566481
4,"16063","160630000000",Wartburgkreis,304896.007105926983058,1284375791.997139930725098,10.2104844115,50.8844461235
4,"16064","160640000000",Unstrut-Hainich-Kreis,167219.420008958986728,982026645.732220053672791,10.5526952761,51.1856547832
4,"16065","160650000000",Kyffh�userkreis,205865.392437161004636,1035390106.950629949569702,10.9836311241,51.3252857750
4,"16066","160660000000",Schmalkalden-Meiningen,216808.131553337996593,1199177713.484639883041382,10.4055365053,50.6304308541
4,"16067","160670000000",Gotha,157006.791847559012240,942945221.968160033226013,10.6928068257,50.9106488390
4,"16068","160680000000",S�mmerda,171191.090667579992441,809033571.463971972465515,11.1582303198,51.1583370096
4,"16069","160690000000",Hildburghausen,195628.276694341999246,931733122.272938966751099,10.7347157224,50.4329071153
4,"16070","160700000000",Ilm-Kreis,156941.999446758010890,842340008.039600968360901,10.9663289823,50.7369115419
4,"16071","160710000000",Weimarer Land,197982.119391554995673,799388125.837813973426819,11.3747632361,50.9713902045
4,"16072","160720000000",Sonneberg,124091.547274484983063,434511381.761093020439148,11.1333928070,50.4148635355
4,"16073","160730000000",Saalfeld-Rudolstadt,209670.746787837008014,1023056530.762580037117004,11.3094098310,50.6384898896
4,"16074","160740000000",Saale-Holzland-Kreis,172686.880124905001139,817688256.560747981071472,11.7353421171,50.9046644031
4,"16075","160750000000",Saale-Orla-Kreis,185679.957050984987291,1144877194.810669898986816,11.7087129183,50.5795628638
4,"16076","160760000000",Greiz,222979.605427647009492,850954244.721747040748596,12.0742733092,50.7473303682
4,"16077","160770000000",Altenburger Land,120639.356977934992756,569336873.908318996429443,12.3996961937,50.9563015650
